taxa_va_agroupecuaria,taxa_va_servicos,taxa_va_industria,taxa_va_addess,participacao_impostos,cluster_hierarquico
0.3893988966005212,0.2364787600475233,0.0482977535054034,0.2699679509946891,0.0558594245107338,2.0
0.0750693443159646,0.4955795122173512,0.1655033663822274,0.1552025525583745,0.1086452245260822,1.0
0.1083724826702585,0.2891685009362988,0.0733598344229442,0.4709747363579618,0.0581162324649298,0.0
0.2859769826248419,0.3550829289295933,0.1422843354472959,0.154124918147487,0.0625308348507817,2.0
0.1556628626681257,0.1359828154221164,0.0297024543607024,0.6562215930474254,0.0224302745016298,0.0
0.0550685727452139,0.2744612857014055,0.2357119243445768,0.4052554071788501,0.0295028100299536,0.0
0.3021765223653677,0.1798831719612707,0.0237977114507481,0.4702088501240297,0.0239417460190445,0.0
0.0445970314884172,0.31578582327646,0.0833617069572125,0.4979003518329361,0.0583487811952231,0.0
0.0176077615413996,0.5041570777298409,0.2638323230089366,0.0888713532917149,0.1255315681346818,3.0
0.1852022058823529,0.2137891214177978,0.0375188536953242,0.5418905542986425,0.0215992647058823,0.0
0.2594832624599448,0.3134807231100989,0.2181543360406296,0.1023841673552469,0.1064975110340796,3.0
0.3246233708714087,0.3013052568503188,0.1518813544970788,0.1079194700813505,0.114270547699843,2.0
0.0608060515113465,0.1117355220041037,0.2076685143784644,0.4809052766973938,0.1388999479374023,0.0
0.2884058971574897,0.4216944599607107,0.061645254219204,0.1345155682196182,0.0937356823217076,1.0
0.0909724785693777,0.1942496206062097,0.0359296173249661,0.6342643862023707,0.044542881752184,0.0
0.0969843903699214,0.424438858142146,0.0588476098685452,0.3319376409685721,0.0877915006508152,1.0
0.0278561672660988,0.3669467172375688,0.3172179463015509,0.0972797054563387,0.1907007546906749,3.0
0.0459189830644836,0.364931547259879,0.0586239725384501,0.459028923126433,0.0714898695308205,0.0
0.1450329682306141,0.3210179281783009,0.0293989428369026,0.4700288812598768,0.0345212794943054,0.0
0.3889274423625569,0.3346093289456993,0.0587007728105979,0.164914349105435,0.0528481067757108,2.0
0.6758548531286437,0.1438920410757449,0.0300180064518585,0.0924095461394928,0.0578255532042598,2.0
0.0093537836837344,0.4185274373838409,0.1434933767884197,0.3629237538783283,0.065697831952464,1.0
0.4167498832752063,0.1835661459882394,0.0353846435033721,0.3248588086926324,0.0394405185405496,2.0
0.5720177899165867,0.2360531852070569,0.026717169853104,0.105890603085554,0.0593212519376983,2.0
0.1349614022024304,0.2981425355291708,0.0311981896556739,0.4868150854270772,0.0488827871856475,0.0
0.0558198529298029,0.4774683137043808,0.2156338651248116,0.1608361407839825,0.0902424461789281,1.0
0.3986030930902846,0.2148116343725822,0.0986847139444127,0.2321858234778986,0.0557104840286693,2.0
0.1836863695611423,0.2130597974637191,0.4212545391929064,0.1386192134826562,0.0433800802995758,3.0
0.3631274971320068,0.211598560069623,0.1091815340796708,0.269156216622493,0.0469361920962063,2.0
0.1221271540420476,0.3703277745830937,0.1234036234036234,0.3164001036341461,0.067741344337089,1.0
0.0398770754527704,0.2942506349307326,0.1226162571628505,0.4454057439822268,0.0978502884714195,0.0
0.1031609512837912,0.2118137200751179,0.0619249767228999,0.581012198778544,0.042072372054855,0.0
0.0229138165170091,0.4980194979231832,0.2057579032244237,0.1436939351504702,0.1296148471849136,1.0
0.0494657528415137,0.2019071133625644,0.0592567366225362,0.6572304286748116,0.0320973990038738,0.0
0.0160616189184122,0.5996859322427012,0.1610215489349444,0.1220818598996211,0.1011495695402463,1.0
0.2107076957421056,0.4726273234946336,0.052349044790384,0.1769291676404212,0.0873902564084676,1.0
0.2246039593189526,0.1811621705906101,0.2484739772323446,0.2353012278288533,0.1104610824910493,3.0
0.1990107374921274,0.4113795910843484,0.1012980230111061,0.2158312723697752,0.0724803760426427,1.0
