id_municipio,ano,populacao_total,id_municipio_nome,pib,impostos_liquidos,valor_adicionado_precos_correntes_total,valor_adicionado_correntes_agropecuaria,valor_adicionado_correntes_industria,valor_adicionado_correntes_servicos,valor_adicionado_correntes_adm_defesa_edu_saude_seguranca_social,NM_UF,NM_UF_SIGLA,CD_MUN,AR_MUN_2024,nome_municipio,total_alfabetizados,quantidade_matricula,nome,centroide,nome_mesorregiao,longitude,latitude,pib_per_capita,va_per_capita,taxa_alfabetizacao,taxa_matricula,densidade_populacional,participacao_impostos,taxa_va_agroupecuaria,taxa_va_industria,taxa_va_servicos,taxa_va_addess,cluster_original,cluster_hierarquico
1100031,2020,5188,Cabixi,167153000,7236000,159917000,81177000,5436000,28659000,44645000,Rondônia,RO,1100031.0,1314.352,Cabixi (RO),3822,1416,Cabixi,POINT(-60.639797858914 -13.4748946237262),Leste Rondoniense,-60.639797858914,-13.4748946237262,32219.15959907479,30824.402467232074,0.7367000771010023,0.27293754818812643,3.9471922285658634,0.04328968071168331,0.4856448882161852,0.0325211034202198,0.17145369810891817,0.26709062954299356,1.0,2.0
1100049,2016,83710,Cacoal,1947283000,194930000,1752352000,188005000,231791000,847298000,485259000,Rondônia,RO,1100049.0,3793.0,Cacoal (RO),65056,23940,Cacoal,POINT(-61.32465312465 -11.3012180220029),Leste Rondoniense,-61.32465312465,-11.3012180220029,23262.250627165213,20933.604109425396,0.7771592402341417,0.28598733723569464,22.06960189823359,0.100103580219208,0.09654734314426819,0.11903303217868179,0.4351180593678474,0.24919798508999463,3.0,1.0
1100049,2017,84257,Cacoal,2082761000,205529000,1877232000,255060000,224442000,876362000,521368000,Rondônia,RO,1100049.0,3793.0,Cacoal (RO),65056,22796,Cacoal,POINT(-61.32465312465 -11.3012180220029),Leste Rondoniense,-61.32465312465,-11.3012180220029,24719.144996854862,22279.834316436616,0.772113889647151,0.27055318845911913,22.21381492222515,0.09868102965246613,0.12246244288230863,0.10776176431189176,0.4207693537568641,0.2503254093964694,3.0,1.0
1100049,2018,84813,Cacoal,2175840000,224839000,1951001000,212493000,219209000,970704000,548595000,Rondônia,RO,1100049.0,3793.0,Cacoal (RO),65056,22606,Cacoal,POINT(-61.32465312465 -11.3012180220029),Leste Rondoniense,-61.32465312465,-11.3012180220029,25654.557673941494,23003.56077488121,0.7670522207680426,0.2665393276974049,22.36040073820195,0.10333434443709097,0.09766021398632252,0.10074683800279433,0.4461283917935142,0.25213021178027795,3.0,1.0
1100049,2019,85359,Cacoal,2261930000,253987000,2007943000,193077000,178279000,1072272000,564316000,Rondônia,RO,1100049.0,3793.0,Cacoal (RO),65056,22187,Cacoal,POINT(-61.32465312465 -11.3012180220029),Leste Rondoniense,-61.32465312465,-11.3012180220029,26499.021778605653,23523.506601530007,0.7621457608453708,0.2599257254653874,22.5043501186396,0.11228773657893923,0.08535940546347588,0.07881720477645197,0.47405180531669855,0.2494842899647646,3.0,1.0
1100049,2020,85893,Cacoal,2518845000,274443000,2244402000,236215000,275505000,1157094000,575588000,Rondônia,RO,1100049.0,3793.0,Cacoal (RO),65056,22031,Cacoal,POINT(-61.32465312465 -11.3012180220029),Leste Rondoniense,-61.32465312465,-11.3012180220029,29325.381579406938,26130.20851524571,0.7574074720873645,0.2564935442934814,22.645135776430266,0.10895589049743037,0.09377909319549238,0.1093775123121907,0.4593748325125206,0.22851267148236593,3.0,1.0
1100056,2016,16689,Cerejeiras,408194000,58149000,350044000,52891000,22493000,175161000,99499000,Rondônia,RO,1100056.0,2783.297,Cerejeiras (RO),11530,4304,Cerejeiras,POINT(-61.2609481062464 -13.2036606618277),Leste Rondoniense,-61.2609481062464,-13.2036606618277,24458.86512073821,20974.534124273472,0.6908742285337648,0.2578944214752232,5.996126176976442,0.14245432318946383,0.12957319313855667,0.055103700691337944,0.4291121378560194,0.24375419530909323,3.0,1.0
1100056,2017,16567,Cerejeiras,439245000,61087000,378158000,61940000,21925000,186474000,107819000,Rondônia,RO,1100056.0,2783.297,Cerejeiras (RO),11530,4042,Cerejeiras,POINT(-61.2609481062464 -13.2036606618277),Leste Rondoniense,-61.2609481062464,-13.2036606618277,26513.249230397778,22825.979356552183,0.6959618518742078,0.24397899438643086,5.9522932694570505,0.13907272706576057,0.14101469567098088,0.04991519539209325,0.42453300549807055,0.24546437637309473,3.0,1.0
1100056,2018,16444,Cerejeiras,470647000,68761000,401886000,61973000,21638000,208479000,109796000,Rondônia,RO,1100056.0,2783.297,Cerejeiras (RO),11530,4030,Cerejeiras,POINT(-61.2609481062464 -13.2036606618277),Leste Rondoniense,-61.2609481062464,-13.2036606618277,28621.199221600586,24439.674045244465,0.7011675991243007,0.2450741911943566,5.908101075810451,0.14609888090224732,0.13167618193678066,0.04597500887076726,0.4429625600503137,0.23328736823989105,3.0,1.0
1100056,2019,16323,Cerejeiras,506494000,76665000,429829000,70992000,16155000,230264000,112419000,Rondônia,RO,1100056.0,2783.297,Cerejeiras (RO),11530,3725,Cerejeiras,POINT(-61.2609481062464 -13.2036606618277),Leste Rondoniense,-61.2609481062464,-13.2036606618277,31029.467622373337,26332.720700851558,0.7063652514856338,0.22820559946088342,5.864627454418267,0.15136408328627782,0.1401635557380739,0.031895738152870515,0.454623351905452,0.2219552452743764,3.0,1.0
1100056,2020,16204,Cerejeiras,600630000,89923000,510708000,94758000,23580000,276768000,115601000,Rondônia,RO,1100056.0,2783.297,Cerejeiras (RO),11530,3839,Cerejeiras,POINT(-61.2609481062464 -13.2036606618277),Leste Rondoniense,-61.2609481062464,-13.2036606618277,37066.77363613922,31517.403110343126,0.7115527030362874,0.23691681066403358,5.8218724052805,0.14971446647686595,0.15776434743519305,0.03925877828280306,0.46079616402777085,0.1924662437773671,3.0,1.0
1100064,2016,16925,Colorado do Oeste,306518000,18474000,288044000,72685000,28557000,86000000,100803000,Rondônia,RO,1100064.0,1451.063,Colorado do Oeste (RO),11379,5168,Colorado do Oeste,POINT(-60.5502461206796 -13.1590899778977),Leste Rondoniense,-60.5502461206796,-13.1590899778977,18110.36927621861,17018.847858197933,0.6723190546528803,0.3053471196454948,11.663862974936304,0.06027052244892633,0.23713126145935964,0.09316581734188531,0.28057079845229316,0.3288648627486803,1.0,2.0
